feature_left,family_left,feature_right,family_right,correlation,absolute_correlation,correlation_status
product_buy_count_60d,product_buy_activity,cart_minus_remove_count,ratio_features,0.466323,0.466323,ok
product_buy_count_60d,product_buy_activity,search_to_cart_ratio,ratio_features,0.014374,0.014374,ok
product_buy_count_60d,product_buy_activity,distinct_cart_category_count,product_metadata_features,0.388063,0.388063,ok
product_buy_count_60d,product_buy_activity,avg_cart_price,product_metadata_features,-0.107981,0.107981,ok
product_buy_count_60d,product_buy_activity,max_cart_price,product_metadata_features,-0.021304,0.021304,ok
product_buy_count_60d,product_buy_activity,distinct_bought_category_count,product_metadata_features,0.68437,0.68437,ok
product_buy_count_60d,product_buy_activity,avg_bought_price,product_metadata_features,0.25699,0.25699,ok
product_buy_count_60d,product_buy_activity,max_bought_price,product_metadata_features,0.338137,0.338137,ok
product_buy_count_60d,product_buy_activity,is_eligible_purchase_propensity,cohort_indicator,,,skipped_constant_feature
product_buy_count_60d,product_buy_activity,active_days_count,overall_activity,0.37494,0.37494,ok
product_buy_count_90d,product_buy_activity,remove_from_cart_count,remove_from_cart_activity,0.364866,0.364866,ok
product_buy_count_90d,product_buy_activity,distinct_remove_from_cart_sku_count,remove_from_cart_activity,0.371467,0.371467,ok
product_buy_count_90d,product_buy_activity,remove_from_cart_count_30d,remove_from_cart_activity,0.29133,0.29133,ok
product_buy_count_90d,product_buy_activity,remove_from_cart_count_60d,remove_from_cart_activity,0.357307,0.357307,ok
product_buy_count_90d,product_buy_activity,remove_from_cart_count_90d,remove_from_cart_activity,0.375949,0.375949,ok
product_buy_count_90d,product_buy_activity,search_query_count,search_activity,0.330518,0.330518,ok
product_buy_count_90d,product_buy_activity,distinct_search_days,search_activity,0.360305,0.360305,ok
product_buy_count_90d,product_buy_activity,search_query_count_30d,search_activity,0.27826,0.27826,ok
product_buy_count_90d,product_buy_activity,search_query_count_60d,search_activity,0.326702,0.326702,ok
product_buy_count_90d,product_buy_activity,search_query_count_90d,search_activity,0.349151,0.349151,ok
product_buy_count_90d,product_buy_activity,days_since_last_add_to_cart,recency_features,-0.18531,0.18531,ok
product_buy_count_90d,product_buy_activity,days_since_last_remove_from_cart,recency_features,0.034501,0.034501,ok
product_buy_count_90d,product_buy_activity,days_since_last_product_buy,recency_features,0.194532,0.194532,ok
product_buy_count_90d,product_buy_activity,days_since_last_search_query,recency_features,0.006626,0.006626,ok
product_buy_count_90d,product_buy_activity,buy_to_cart_ratio,ratio_features,0.317286,0.317286,ok
product_buy_count_90d,product_buy_activity,remove_to_cart_ratio,ratio_features,0.038861,0.038861,ok
product_buy_count_90d,product_buy_activity,cart_minus_remove_count,ratio_features,0.506157,0.506157,ok
product_buy_count_90d,product_buy_activity,search_to_cart_ratio,ratio_features,0.017708,0.017708,ok
product_buy_count_90d,product_buy_activity,distinct_cart_category_count,product_metadata_features,0.427707,0.427707,ok
product_buy_count_90d,product_buy_activity,avg_cart_price,product_metadata_features,-0.131984,0.131984,ok
product_buy_count_90d,product_buy_activity,max_cart_price,product_metadata_features,-0.036611,0.036611,ok
product_buy_count_90d,product_buy_activity,distinct_bought_category_count,product_metadata_features,0.782605,0.782605,ok
product_buy_count_90d,product_buy_activity,avg_bought_price,product_metadata_features,0.308335,0.308335,ok
product_buy_count_90d,product_buy_activity,max_bought_price,product_metadata_features,0.39953,0.39953,ok
product_buy_count_90d,product_buy_activity,is_eligible_purchase_propensity,cohort_indicator,,,skipped_constant_feature
product_buy_count_90d,product_buy_activity,active_days_count,overall_activity,0.432227,0.432227,ok
remove_from_cart_count,remove_from_cart_activity,distinct_remove_from_cart_sku_count,remove_from_cart_activity,0.957928,0.957928,ok
remove_from_cart_count,remove_from_cart_activity,remove_from_cart_count_30d,remove_from_cart_activity,0.728958,0.728958,ok
remove_from_cart_count,remove_from_cart_activity,remove_from_cart_count_60d,remove_from_cart_activity,0.889933,0.889933,ok
remove_from_cart_count,remove_from_cart_activity,remove_from_cart_count_90d,remove_from_cart_activity,0.975042,0.975042,ok
remove_from_cart_count,remove_from_cart_activity,search_query_count,search_activity,0.486236,0.486236,ok
remove_from_cart_count,remove_from_cart_activity,distinct_search_days,search_activity,0.443851,0.443851,ok
remove_from_cart_count,remove_from_cart_activity,search_query_count_30d,search_activity,0.348047,0.348047,ok
remove_from_cart_count,remove_from_cart_activity,search_query_count_60d,search_activity,0.41675,0.41675,ok
remove_from_cart_count,remove_from_cart_activity,search_query_count_90d,search_activity,0.47094,0.47094,ok
remove_from_cart_count,remove_from_cart_activity,days_since_last_add_to_cart,recency_features,-0.050782,0.050782,ok
remove_from_cart_count,remove_from_cart_activity,days_since_last_remove_from_cart,recency_features,0.194573,0.194573,ok
remove_from_cart_count,remove_from_cart_activity,days_since_last_product_buy,recency_features,0.001933,0.001933,ok
remove_from_cart_count,remove_from_cart_activity,days_since_last_search_query,recency_features,0.06987,0.06987,ok
remove_from_cart_count,remove_from_cart_activity,buy_to_cart_ratio,ratio_features,0.002058,0.002058,ok
remove_from_cart_count,remove_from_cart_activity,remove_to_cart_ratio,ratio_features,0.305887,0.305887,ok
remove_from_cart_count,remove_from_cart_activity,cart_minus_remove_count,ratio_features,0.442891,0.442891,ok
remove_from_cart_count,remove_from_cart_activity,search_to_cart_ratio,ratio_features,0.02626,0.02626,ok
remove_from_cart_count,remove_from_cart_activity,distinct_cart_category_count,product_metadata_features,0.688087,0.688087,ok
remove_from_cart_count,remove_from_cart_activity,avg_cart_price,product_metadata_features,-0.011356,0.011356,ok
remove_from_cart_count,remove_from_cart_activity,max_cart_price,product_metadata_features,0.103721,0.103721,ok
remove_from_cart_count,remove_from_cart_activity,distinct_bought_category_count,product_metadata_features,0.349954,0.349954,ok
remove_from_cart_count,remove_from_cart_activity,avg_bought_price,product_metadata_features,0.03475,0.03475,ok
remove_from_cart_count,remove_from_cart_activity,max_bought_price,product_metadata_features,0.078886,0.078886,ok
remove_from_cart_count,remove_from_cart_activity,is_eligible_purchase_propensity,cohort_indicator,,,skipped_constant_feature
remove_from_cart_count,remove_from_cart_activity,active_days_count,overall_activity,0.531015,0.531015,ok
distinct_remove_from_cart_sku_count,remove_from_cart_activity,remove_from_cart_count_30d,remove_from_cart_activity,0.672628,0.672628,ok
distinct_remove_from_cart_sku_count,remove_from_cart_activity,remove_from_cart_count_60d,remove_from_cart_activity,0.836581,0.836581,ok
distinct_remove_from_cart_sku_count,remove_from_cart_activity,remove_from_cart_count_90d,remove_from_cart_activity,0.928089,0.928089,ok
distinct_remove_from_cart_sku_count,remove_from_cart_activity,search_query_count,search_activity,0.498962,0.498962,ok
distinct_remove_from_cart_sku_count,remove_from_cart_activity,distinct_search_days,search_activity,0.456955,0.456955,ok
distinct_remove_from_cart_sku_count,remove_from_cart_activity,search_query_count_30d,search_activity,0.352715,0.352715,ok
distinct_remove_from_cart_sku_count,remove_from_cart_activity,search_query_count_60d,search_activity,0.427137,0.427137,ok
distinct_remove_from_cart_sku_count,remove_from_cart_activity,search_query_count_90d,search_activity,0.48168,0.48168,ok
distinct_remove_from_cart_sku_count,remove_from_cart_activity,days_since_last_add_to_cart,recency_features,-0.048078,0.048078,ok
distinct_remove_from_cart_sku_count,remove_from_cart_activity,days_since_last_remove_from_cart,recency_features,0.198189,0.198189,ok
distinct_remove_from_cart_sku_count,remove_from_cart_activity,days_since_last_product_buy,recency_features,0.00285,0.00285,ok
distinct_remove_from_cart_sku_count,remove_from_cart_activity,days_since_last_search_query,recency_features,0.07709,0.07709,ok
distinct_remove_from_cart_sku_count,remove_from_cart_activity,buy_to_cart_ratio,ratio_features,0.004999,0.004999,ok
distinct_remove_from_cart_sku_count,remove_from_cart_activity,remove_to_cart_ratio,ratio_features,0.285818,0.285818,ok
distinct_remove_from_cart_sku_count,remove_from_cart_activity,cart_minus_remove_count,ratio_features,0.455191,0.455191,ok
distinct_remove_from_cart_sku_count,remove_from_cart_activity,search_to_cart_ratio,ratio_features,0.03248,0.03248,ok
distinct_remove_from_cart_sku_count,remove_from_cart_activity,distinct_cart_category_count,product_metadata_features,0.729982,0.729982,ok
distinct_remove_from_cart_sku_count,remove_from_cart_activity,avg_cart_price,product_metadata_features,-0.011502,0.011502,ok
distinct_remove_from_cart_sku_count,remove_from_cart_activity,max_cart_price,product_metadata_features,0.107598,0.107598,ok
distinct_remove_from_cart_sku_count,remove_from_cart_activity,distinct_bought_category_count,product_metadata_features,0.366926,0.366926,ok
distinct_remove_from_cart_sku_count,remove_from_cart_activity,avg_bought_price,product_metadata_features,0.032588,0.032588,ok
distinct_remove_from_cart_sku_count,remove_from_cart_activity,max_bought_price,product_metadata_features,0.078026,0.078026,ok
distinct_remove_from_cart_sku_count,remove_from_cart_activity,is_eligible_purchase_propensity,cohort_indicator,,,skipped_constant_feature
distinct_remove_from_cart_sku_count,remove_from_cart_activity,active_days_count,overall_activity,0.538463,0.538463,ok
remove_from_cart_count_30d,remove_from_cart_activity,remove_from_cart_count_60d,remove_from_cart_activity,0.848869,0.848869,ok
remove_from_cart_count_30d,remove_from_cart_activity,remove_from_cart_count_90d,remove_from_cart_activity,0.762035,0.762035,ok
remove_from_cart_count_30d,remove_from_cart_activity,search_query_count,search_activity,0.298421,0.298421,ok
remove_from_cart_count_30d,remove_from_cart_activity,distinct_search_days,search_activity,0.322518,0.322518,ok
remove_from_cart_count_30d,remove_from_cart_activity,search_query_count_30d,search_activity,0.429262,0.429262,ok
remove_from_cart_count_30d,remove_from_cart_activity,search_query_count_60d,search_activity,0.35248,0.35248,ok
remove_from_cart_count_30d,remove_from_cart_activity,search_query_count_90d,search_activity,0.316901,0.316901,ok
remove_from_cart_count_30d,remove_from_cart_activity,days_since_last_add_to_cart,recency_features,-0.127538,0.127538,ok
remove_from_cart_count_30d,remove_from_cart_activity,days_since_last_remove_from_cart,recency_features,0.003766,0.003766,ok
remove_from_cart_count_30d,remove_from_cart_activity,days_since_last_product_buy,recency_features,-0.031344,0.031344,ok
remove_from_cart_count_30d,remove_from_cart_activity,days_since_last_search_query,recency_features,-0.014953,0.014953,ok
remove_from_cart_count_30d,remove_from_cart_activity,buy_to_cart_ratio,ratio_features,0.00398,0.00398,ok
remove_from_cart_count_30d,remove_from_cart_activity,remove_to_cart_ratio,ratio_features,0.205777,0.205777,ok
remove_from_cart_count_30d,remove_from_cart_activity,cart_minus_remove_count,ratio_features,0.335771,0.335771,ok
remove_from_cart_count_30d,remove_from_cart_activity,search_to_cart_ratio,ratio_features,0.012538,0.012538,ok
remove_from_cart_count_30d,remove_from_cart_activity,distinct_cart_category_count,product_metadata_features,0.504025,0.504025,ok
remove_from_cart_count_30d,remove_from_cart_activity,avg_cart_price,product_metadata_features,-0.007513,0.007513,ok
remove_from_cart_count_30d,remove_from_cart_activity,max_cart_price,product_metadata_features,0.081031,0.081031,ok
remove_from_cart_count_30d,remove_from_cart_activity,distinct_bought_category_count,product_metadata_features,0.26351,0.26351,ok
remove_from_cart_count_30d,remove_from_cart_activity,avg_bought_price,product_metadata_features,0.041605,0.041605,ok
remove_from_cart_count_30d,remove_from_cart_activity,max_bought_price,product_metadata_features,0.07713,0.07713,ok
remove_from_cart_count_30d,remove_from_cart_activity,is_eligible_purchase_propensity,cohort_indicator,,,skipped_constant_feature
remove_from_cart_count_30d,remove_from_cart_activity,active_days_count,overall_activity,0.379699,0.379699,ok
remove_from_cart_count_60d,remove_from_cart_activity,remove_from_cart_count_90d,remove_from_cart_activity,0.924218,0.924218,ok
remove_from_cart_count_60d,remove_from_cart_activity,search_query_count,search_activity,0.396511,0.396511,ok
remove_from_cart_count_60d,remove_from_cart_activity,distinct_search_days,search_activity,0.397392,0.397392,ok
remove_from_cart_count_60d,remove_from_cart_activity,search_query_count_30d,search_activity,0.388969,0.388969,ok
remove_from_cart_count_60d,remove_from_cart_activity,search_query_count_60d,search_activity,0.447719,0.447719,ok
remove_from_cart_count_60d,remove_from_cart_activity,search_query_count_90d,search_activity,0.417881,0.417881,ok
remove_from_cart_count_60d,remove_from_cart_activity,days_since_last_add_to_cart,recency_features,-0.112017,0.112017,ok
remove_from_cart_count_60d,remove_from_cart_activity,days_since_last_remove_from_cart,recency_features,0.066825,0.066825,ok
remove_from_cart_count_60d,remove_from_cart_activity,days_since_last_product_buy,recency_features,-0.020193,0.020193,ok
remove_from_cart_count_60d,remove_from_cart_activity,days_since_last_search_query,recency_features,0.012242,0.012242,ok
remove_from_cart_count_60d,remove_from_cart_activity,buy_to_cart_ratio,ratio_features,0.004407,0.004407,ok
remove_from_cart_count_60d,remove_from_cart_activity,remove_to_cart_ratio,ratio_features,0.24985,0.24985,ok
remove_from_cart_count_60d,remove_from_cart_activity,cart_minus_remove_count,ratio_features,0.422136,0.422136,ok
remove_from_cart_count_60d,remove_from_cart_activity,search_to_cart_ratio,ratio_features,0.018712,0.018712,ok
remove_from_cart_count_60d,remove_from_cart_activity,distinct_cart_category_count,product_metadata_features,0.618143,0.618143,ok
remove_from_cart_count_60d,remove_from_cart_activity,avg_cart_price,product_metadata_features,-0.010938,0.010938,ok
remove_from_cart_count_60d,remove_from_cart_activity,max_cart_price,product_metadata_features,0.093408,0.093408,ok
remove_from_cart_count_60d,remove_from_cart_activity,distinct_bought_category_count,product_metadata_features,0.323599,0.323599,ok
remove_from_cart_count_60d,remove_from_cart_activity,avg_bought_price,product_metadata_features,0.040629,0.040629,ok
remove_from_cart_count_60d,remove_from_cart_activity,max_bought_price,product_metadata_features,0.082011,0.082011,ok
remove_from_cart_count_60d,remove_from_cart_activity,is_eligible_purchase_propensity,cohort_indicator,,,skipped_constant_feature
remove_from_cart_count_60d,remove_from_cart_activity,active_days_count,overall_activity,0.473642,0.473642,ok
remove_from_cart_count_90d,remove_from_cart_activity,search_query_count,search_activity,0.461049,0.461049,ok
remove_from_cart_count_90d,remove_from_cart_activity,distinct_search_days,search_activity,0.435698,0.435698,ok
remove_from_cart_count_90d,remove_from_cart_activity,search_query_count_30d,search_activity,0.360882,0.360882,ok
remove_from_cart_count_90d,remove_from_cart_activity,search_query_count_60d,search_activity,0.428533,0.428533,ok
remove_from_cart_count_90d,remove_from_cart_activity,search_query_count_90d,search_activity,0.474042,0.474042,ok
remove_from_cart_count_90d,remove_from_cart_activity,days_since_last_add_to_cart,recency_features,-0.076191,0.076191,ok
remove_from_cart_count_90d,remove_from_cart_activity,days_since_last_remove_from_cart,recency_features,0.145814,0.145814,ok
remove_from_cart_count_90d,remove_from_cart_activity,days_since_last_product_buy,recency_features,-0.004556,0.004556,ok
remove_from_cart_count_90d,remove_from_cart_activity,days_since_last_search_query,recency_features,0.048179,0.048179,ok
remove_from_cart_count_90d,remove_from_cart_activity,buy_to_cart_ratio,ratio_features,0.003567,0.003567,ok
remove_from_cart_count_90d,remove_from_cart_activity,remove_to_cart_ratio,ratio_features,0.285292,0.285292,ok
remove_from_cart_count_90d,remove_from_cart_activity,cart_minus_remove_count,ratio_features,0.443518,0.443518,ok
remove_from_cart_count_90d,remove_from_cart_activity,search_to_cart_ratio,ratio_features,0.023751,0.023751,ok
remove_from_cart_count_90d,remove_from_cart_activity,distinct_cart_category_count,product_metadata_features,0.674303,0.674303,ok
remove_from_cart_count_90d,remove_from_cart_activity,avg_cart_price,product_metadata_features,-0.011055,0.011055,ok
remove_from_cart_count_90d,remove_from_cart_activity,max_cart_price,product_metadata_features,0.101508,0.101508,ok
remove_from_cart_count_90d,remove_from_cart_activity,distinct_bought_category_count,product_metadata_features,0.347429,0.347429,ok
remove_from_cart_count_90d,remove_from_cart_activity,avg_bought_price,product_metadata_features,0.038276,0.038276,ok
remove_from_cart_count_90d,remove_from_cart_activity,max_bought_price,product_metadata_features,0.082155,0.082155,ok
remove_from_cart_count_90d,remove_from_cart_activity,is_eligible_purchase_propensity,cohort_indicator,,,skipped_constant_feature
remove_from_cart_count_90d,remove_from_cart_activity,active_days_count,overall_activity,0.519766,0.519766,ok
search_query_count,search_activity,distinct_search_days,search_activity,0.750597,0.750597,ok
search_query_count,search_activity,search_query_count_30d,search_activity,0.615079,0.615079,ok
search_query_count,search_activity,search_query_count_60d,search_activity,0.815051,0.815051,ok
search_query_count,search_activity,search_query_count_90d,search_activity,0.955107,0.955107,ok
search_query_count,search_activity,days_since_last_add_to_cart,recency_features,-0.027661,0.027661,ok
search_query_count,search_activity,days_since_last_remove_from_cart,recency_features,0.124671,0.124671,ok
search_query_count,search_activity,days_since_last_product_buy,recency_features,0.01045,0.01045,ok
search_query_count,search_activity,days_since_last_search_query,recency_features,0.186566,0.186566,ok
search_query_count,search_activity,buy_to_cart_ratio,ratio_features,0.036481,0.036481,ok
search_query_count,search_activity,remove_to_cart_ratio,ratio_features,0.10819,0.10819,ok
search_query_count,search_activity,cart_minus_remove_count,ratio_features,0.39747,0.39747,ok
search_query_count,search_activity,search_to_cart_ratio,ratio_features,0.458523,0.458523,ok
search_query_count,search_activity,distinct_cart_category_count,product_metadata_features,0.518969,0.518969,ok
search_query_count,search_activity,avg_cart_price,product_metadata_features,0.003656,0.003656,ok
search_query_count,search_activity,max_cart_price,product_metadata_features,0.112614,0.112614,ok
search_query_count,search_activity,distinct_bought_category_count,product_metadata_features,0.353759,0.353759,ok
search_query_count,search_activity,avg_bought_price,product_metadata_features,0.042261,0.042261,ok
search_query_count,search_activity,max_bought_price,product_metadata_features,0.08901,0.08901,ok
search_query_count,search_activity,is_eligible_purchase_propensity,cohort_indicator,,,skipped_constant_feature
search_query_count,search_activity,active_days_count,overall_activity,0.649314,0.649314,ok
distinct_search_days,search_activity,search_query_count_30d,search_activity,0.561293,0.561293,ok
distinct_search_days,search_activity,search_query_count_60d,search_activity,0.675892,0.675892,ok
distinct_search_days,search_activity,search_query_count_90d,search_activity,0.742692,0.742692,ok
distinct_search_days,search_activity,days_since_last_add_to_cart,recency_features,-0.061207,0.061207,ok
distinct_search_days,search_activity,days_since_last_remove_from_cart,recency_features,0.142997,0.142997,ok
distinct_search_days,search_activity,days_since_last_product_buy,recency_features,0.013885,0.013885,ok
distinct_search_days,search_activity,days_since_last_search_query,recency_features,0.280837,0.280837,ok
distinct_search_days,search_activity,buy_to_cart_ratio,ratio_features,0.080094,0.080094,ok
distinct_search_days,search_activity,remove_to_cart_ratio,ratio_features,0.15039,0.15039,ok
distinct_search_days,search_activity,cart_minus_remove_count,ratio_features,0.405098,0.405098,ok
distinct_search_days,search_activity,search_to_cart_ratio,ratio_features,0.406288,0.406288,ok
distinct_search_days,search_activity,distinct_cart_category_count,product_metadata_features,0.557097,0.557097,ok
distinct_search_days,search_activity,avg_cart_price,product_metadata_features,0.032779,0.032779,ok
distinct_search_days,search_activity,max_cart_price,product_metadata_features,0.168639,0.168639,ok
distinct_search_days,search_activity,distinct_bought_category_count,product_metadata_features,0.398504,0.398504,ok
distinct_search_days,search_activity,avg_bought_price,product_metadata_features,0.087126,0.087126,ok
distinct_search_days,search_activity,max_bought_price,product_metadata_features,0.145042,0.145042,ok
distinct_search_days,search_activity,is_eligible_purchase_propensity,cohort_indicator,,,skipped_constant_feature
distinct_search_days,search_activity,active_days_count,overall_activity,0.870504,0.870504,ok
search_query_count_30d,search_activity,search_query_count_60d,search_activity,0.776565,0.776565,ok
search_query_count_30d,search_activity,search_query_count_90d,search_activity,0.664375,0.664375,ok
search_query_count_30d,search_activity,days_since_last_add_to_cart,recency_features,-0.143869,0.143869,ok
search_query_count_30d,search_activity,days_since_last_remove_from_cart,recency_features,0.002036,0.002036,ok
search_query_count_30d,search_activity,days_since_last_product_buy,recency_features,-0.033442,0.033442,ok
search_query_count_30d,search_activity,days_since_last_search_query,recency_features,-0.012776,0.012776,ok
search_query_count_30d,search_activity,buy_to_cart_ratio,ratio_features,0.03939,0.03939,ok
search_query_count_30d,search_activity,remove_to_cart_ratio,ratio_features,0.086674,0.086674,ok
search_query_count_30d,search_activity,cart_minus_remove_count,ratio_features,0.307311,0.307311,ok
search_query_count_30d,search_activity,search_to_cart_ratio,ratio_features,0.311129,0.311129,ok
search_query_count_30d,search_activity,distinct_cart_category_count,product_metadata_features,0.388245,0.388245,ok
search_query_count_30d,search_activity,avg_cart_price,product_metadata_features,0.007427,0.007427,ok
search_query_count_30d,search_activity,max_cart_price,product_metadata_features,0.095033,0.095033,ok
search_query_count_30d,search_activity,distinct_bought_category_count,product_metadata_features,0.27704,0.27704,ok
search_query_count_30d,search_activity,avg_bought_price,product_metadata_features,0.054019,0.054019,ok
search_query_count_30d,search_activity,max_bought_price,product_metadata_features,0.092801,0.092801,ok
search_query_count_30d,search_activity,is_eligible_purchase_propensity,cohort_indicator,,,skipped_constant_feature
search_query_count_30d,search_activity,active_days_count,overall_activity,0.480628,0.480628,ok
search_query_count_60d,search_activity,search_query_count_90d,search_activity,0.876651,0.876651,ok
search_query_count_60d,search_activity,days_since_last_add_to_cart,recency_features,-0.109861,0.109861,ok
search_query_count_60d,search_activity,days_since_last_remove_from_cart,recency_features,0.046488,0.046488,ok
search_query_count_60d,search_activity,days_since_last_product_buy,recency_features,-0.01647,0.01647,ok
search_query_count_60d,search_activity,days_since_last_search_query,recency_features,0.058502,0.058502,ok
search_query_count_60d,search_activity,buy_to_cart_ratio,ratio_features,0.039904,0.039904,ok
search_query_count_60d,search_activity,remove_to_cart_ratio,ratio_features,0.097229,0.097229,ok
search_query_count_60d,search_activity,cart_minus_remove_count,ratio_features,0.367613,0.367613,ok
search_query_count_60d,search_activity,search_to_cart_ratio,ratio_features,0.394272,0.394272,ok
search_query_count_60d,search_activity,distinct_cart_category_count,product_metadata_features,0.466713,0.466713,ok
search_query_count_60d,search_activity,avg_cart_price,product_metadata_features,0.004367,0.004367,ok
search_query_count_60d,search_activity,max_cart_price,product_metadata_features,0.105564,0.105564,ok
search_query_count_60d,search_activity,distinct_bought_category_count,product_metadata_features,0.328838,0.328838,ok
search_query_count_60d,search_activity,avg_bought_price,product_metadata_features,0.050568,0.050568,ok
search_query_count_60d,search_activity,max_bought_price,product_metadata_features,0.095084,0.095084,ok
search_query_count_60d,search_activity,is_eligible_purchase_propensity,cohort_indicator,,,skipped_constant_feature
search_query_count_60d,search_activity,active_days_count,overall_activity,0.583253,0.583253,ok
search_query_count_90d,search_activity,days_since_last_add_to_cart,recency_features,-0.059708,0.059708,ok
search_query_count_90d,search_activity,days_since_last_remove_from_cart,recency_features,0.097204,0.097204,ok
search_query_count_90d,search_activity,days_since_last_product_buy,recency_features,0.003511,0.003511,ok
search_query_count_90d,search_activity,days_since_last_search_query,recency_features,0.139621,0.139621,ok
search_query_count_90d,search_activity,buy_to_cart_ratio,ratio_features,0.039495,0.039495,ok
search_query_count_90d,search_activity,remove_to_cart_ratio,ratio_features,0.10532,0.10532,ok
search_query_count_90d,search_activity,cart_minus_remove_count,ratio_features,0.397695,0.397695,ok
search_query_count_90d,search_activity,search_to_cart_ratio,ratio_features,0.443457,0.443457,ok
search_query_count_90d,search_activity,distinct_cart_category_count,product_metadata_features,0.51082,0.51082,ok
search_query_count_90d,search_activity,avg_cart_price,product_metadata_features,0.004262,0.004262,ok
search_query_count_90d,search_activity,max_cart_price,product_metadata_features,0.112378,0.112378,ok
search_query_count_90d,search_activity,distinct_bought_category_count,product_metadata_features,0.355634,0.355634,ok
search_query_count_90d,search_activity,avg_bought_price,product_metadata_features,0.047573,0.047573,ok
search_query_count_90d,search_activity,max_bought_price,product_metadata_features,0.094755,0.094755,ok
search_query_count_90d,search_activity,is_eligible_purchase_propensity,cohort_indicator,,,skipped_constant_feature
search_query_count_90d,search_activity,active_days_count,overall_activity,0.643668,0.643668,ok
days_since_last_add_to_cart,recency_features,days_since_last_remove_from_cart,recency_features,0.259274,0.259274,ok
days_since_last_add_to_cart,recency_features,days_since_last_product_buy,recency_features,-0.141934,0.141934,ok
days_since_last_add_to_cart,recency_features,days_since_last_search_query,recency_features,0.279781,0.279781,ok
days_since_last_add_to_cart,recency_features,buy_to_cart_ratio,ratio_features,0.043473,0.043473,ok
days_since_last_add_to_cart,recency_features,remove_to_cart_ratio,ratio_features,0.04767,0.04767,ok
days_since_last_add_to_cart,recency_features,cart_minus_remove_count,ratio_features,-0.007736,0.007736,ok
days_since_last_add_to_cart,recency_features,search_to_cart_ratio,ratio_features,0.041618,0.041618,ok
days_since_last_add_to_cart,recency_features,distinct_cart_category_count,product_metadata_features,-0.001661,0.001661,ok
days_since_last_add_to_cart,recency_features,avg_cart_price,product_metadata_features,0.324942,0.324942,ok
days_since_last_add_to_cart,recency_features,max_cart_price,product_metadata_features,0.294442,0.294442,ok
days_since_last_add_to_cart,recency_features,distinct_bought_category_count,product_metadata_features,-0.231741,0.231741,ok
days_since_last_add_to_cart,recency_features,avg_bought_price,product_metadata_features,-0.30843,0.30843,ok
days_since_last_add_to_cart,recency_features,max_bought_price,product_metadata_features,-0.316453,0.316453,ok
days_since_last_add_to_cart,recency_features,is_eligible_purchase_propensity,cohort_indicator,,,skipped_constant_feature
days_since_last_add_to_cart,recency_features,active_days_count,overall_activity,-0.112783,0.112783,ok
days_since_last_remove_from_cart,recency_features,days_since_last_product_buy,recency_features,0.04441,0.04441,ok
days_since_last_remove_from_cart,recency_features,days_since_last_search_query,recency_features,0.267548,0.267548,ok
days_since_last_remove_from_cart,recency_features,buy_to_cart_ratio,ratio_features,0.014207,0.014207,ok
days_since_last_remove_from_cart,recency_features,remove_to_cart_ratio,ratio_features,0.544572,0.544572,ok
days_since_last_remove_from_cart,recency_features,cart_minus_remove_count,ratio_features,0.073303,0.073303,ok
days_since_last_remove_from_cart,recency_features,search_to_cart_ratio,ratio_features,0.060992,0.060992,ok
days_since_last_remove_from_cart,recency_features,distinct_cart_category_count,product_metadata_features,0.171036,0.171036,ok
days_since_last_remove_from_cart,recency_features,avg_cart_price,product_metadata_features,0.063529,0.063529,ok
days_since_last_remove_from_cart,recency_features,max_cart_price,product_metadata_features,0.141434,0.141434,ok
days_since_last_remove_from_cart,recency_features,distinct_bought_category_count,product_metadata_features,0.050495,0.050495,ok
days_since_last_remove_from_cart,recency_features,avg_bought_price,product_metadata_features,-0.00633,0.00633,ok
days_since_last_remove_from_cart,recency_features,max_bought_price,product_metadata_features,0.008465,0.008465,ok
days_since_last_remove_from_cart,recency_features,is_eligible_purchase_propensity,cohort_indicator,,,skipped_constant_feature
days_since_last_remove_from_cart,recency_features,active_days_count,overall_activity,0.164427,0.164427,ok
days_since_last_product_buy,recency_features,days_since_last_search_query,recency_features,0.015749,0.015749,ok
days_since_last_product_buy,recency_features,buy_to_cart_ratio,ratio_features,0.367636,0.367636,ok
days_since_last_product_buy,recency_features,remove_to_cart_ratio,ratio_features,-0.035638,0.035638,ok
days_since_last_product_buy,recency_features,cart_minus_remove_count,ratio_features,-0.049764,0.049764,ok
days_since_last_product_buy,recency_features,search_to_cart_ratio,ratio_features,-0.018638,0.018638,ok
days_since_last_product_buy,recency_features,distinct_cart_category_count,product_metadata_features,-0.071146,0.071146,ok
days_since_last_product_buy,recency_features,avg_cart_price,product_metadata_features,-0.320599,0.320599,ok
days_since_last_product_buy,recency_features,max_cart_price,product_metadata_features,-0.310243,0.310243,ok
days_since_last_product_buy,recency_features,distinct_bought_category_count,product_metadata_features,0.398022,0.398022,ok
days_since_last_product_buy,recency_features,avg_bought_price,product_metadata_features,0.709821,0.709821,ok
days_since_last_product_buy,recency_features,max_bought_price,product_metadata_features,0.700619,0.700619,ok
days_since_last_product_buy,recency_features,is_eligible_purchase_propensity,cohort_indicator,,,skipped_constant_feature
days_since_last_product_buy,recency_features,active_days_count,overall_activity,0.047011,0.047011,ok
days_since_last_search_query,recency_features,buy_to_cart_ratio,ratio_features,0.043438,0.043438,ok
days_since_last_search_query,recency_features,remove_to_cart_ratio,ratio_features,0.106782,0.106782,ok
days_since_last_search_query,recency_features,cart_minus_remove_count,ratio_features,0.109856,0.109856,ok
